,open,high,low,close,volume,value
2024-03-01 09:00:00,4697000.0,4868000.0,4695000.0,4807000.0,33198.16474571,159265594138.99026
2024-03-02 09:00:00,4807000.0,4863000.0,4751000.0,4761000.0,31343.7988341,150449712397.98337
2024-03-03 09:00:00,4761000.0,4871000.0,4650000.0,4869000.0,37547.09990831,179010598947.4518
2024-03-04 09:00:00,4864000.0,5095000.0,4824000.0,5077000.0,71535.56779796,352496142821.56287
2024-03-05 09:00:00,5076000.0,5399000.0,4783000.0,5085000.0,143847.21218308,741220818966.9607
2024-03-06 09:00:00,5081000.0,5480000.0,4910000.0,5406000.0,106971.46342862,563465816438.1088
2024-03-07 09:00:00,5406000.0,5500000.0,5283000.0,5446000.0,53150.5506066,286131306427.3534
2024-03-08 09:00:00,5445000.0,5624000.0,5425000.0,5496000.0,54953.07236597,303900225714.46875
2024-03-09 09:00:00,5496000.0,5545000.0,5420000.0,5480000.0,26266.51563385,144262530830.84595
2024-03-10 09:00:00,5480000.0,5546000.0,5400000.0,5488000.0,27671.81222527,152373861216.56805
2024-03-11 09:00:00,5488000.0,5694000.0,5291000.0,5659000.0,64958.17916841,361848575303.336
2024-03-12 09:00:00,5659000.0,5730000.0,5510000.0,5646000.0,45609.43829937,257648476052.60037
2024-03-13 09:00:00,5646000.0,5783000.0,5620000.0,5711000.0,45007.0728902,256818163883.0858
2024-03-14 09:00:00,5711000.0,5738000.0,5366000.0,5580000.0,66306.17755256,369902680068.60175
2024-03-15 09:00:00,5580000.0,5653000.0,5192000.0,5436000.0,88349.17875259,474012841844.99866
2024-03-16 09:00:00,5437000.0,5506000.0,5101000.0,5210000.0,39986.20454682,213362923315.71103
2024-03-17 09:00:00,5210000.0,5364000.0,4979000.0,5326000.0,52592.63850199,271338632566.21225
2024-03-18 09:00:00,5324000.0,5330000.0,5124000.0,5156000.0,27564.23718391,144093941217.1744
2024-03-19 09:00:00,5155000.0,5195000.0,4705000.0,4719000.0,75346.75713799,368848795173.27844
2024-03-20 09:00:00,4719000.0,5211000.0,4518000.0,5173000.0,88974.95615277,432460834409.36475
2024-03-21 09:00:00,5172000.0,5249000.0,5000000.0,5087000.0,41218.04719797,211466569309.63763
2024-03-22 09:00:00,5087000.0,5123000.0,4812000.0,4913000.0,35643.35409561,176959739813.0671
2024-03-23 09:00:00,4910000.0,4980000.0,4807000.0,4855000.0,22091.29662814,108063983929.81905
2024-03-24 09:00:00,4854000.0,4999000.0,4811000.0,4964000.0,21252.24543321,104079550776.39412
2024-03-25 09:00:00,4963000.0,5170000.0,4916000.0,5096000.0,30427.85527757,153129261809.43497
2024-03-26 09:00:00,5096000.0,5188000.0,5067000.0,5126000.0,25157.79873622,129140338734.2299
2024-03-27 09:00:00,5131000.0,5200000.0,5002000.0,5040000.0,27531.91485484,140359286419.1747
2024-03-28 09:00:00,5040000.0,5134000.0,5000000.0,5076000.0,20318.47143343,103095350039.72041
2024-03-29 09:00:00,5076000.0,5097000.0,4980000.0,5020000.0,17798.13887258,89808604545.5349
2024-03-30 09:00:00,5020000.0,5083000.0,4996000.0,5033000.0,11479.34811219,57721578831.27771
