,open,high,low,close,volume,value
2025-04-01 09:00:00,123209000.0,126964000.0,122800000.0,126632000.0,1593.20054893,198979645105.30093
2025-04-02 09:00:00,126632000.0,130342000.0,122500000.0,122798000.0,2784.56638855,351197132038.0183
2025-04-03 09:00:00,122794000.0,124785000.0,121002000.0,123244000.0,1841.85772528,226249003419.5948
2025-04-04 09:00:00,123244000.0,124650000.0,121100000.0,123409000.0,2378.02197014,291981805621.7575
2025-04-05 09:00:00,123409000.0,123988000.0,122033000.0,123300000.0,653.88577832,80467825334.7389
2025-04-06 09:00:00,123255000.0,123500000.0,115542000.0,117517000.0,2876.21789292,342436915338.53656
2025-04-07 09:00:00,117517000.0,121149000.0,111659000.0,118061000.0,6795.16440668,787416910806.2665
2025-04-08 09:00:00,118062000.0,120239000.0,114360000.0,114489000.0,2452.43172456,288474058330.89233
2025-04-09 09:00:00,114497000.0,123168000.0,112549000.0,121339000.0,4922.18166707,578964547962.2336
2025-04-10 09:00:00,121339000.0,122300000.0,116687000.0,117936000.0,2240.96736559,268615390420.9693
2025-04-11 09:00:00,117929000.0,122333000.0,116910000.0,121450000.0,2056.67944403,247198929654.3026
2025-04-12 09:00:00,121450000.0,123973000.0,120616000.0,123551000.0,1377.88110286,168665534905.69553
2025-04-13 09:00:00,123577000.0,124520000.0,120859000.0,121577000.0,1556.51751213,190877001530.65314
2025-04-14 09:00:00,121577000.0,124000000.0,121504000.0,122694000.0,1626.21508492,199788164639.49884
2025-04-15 09:00:00,122694000.0,125120000.0,122116000.0,122158000.0,1625.93306976,201123006463.96085
2025-04-16 09:00:00,122154000.0,123570000.0,121200000.0,121850000.0,1435.20417425,175232747969.8832
2025-04-17 09:00:00,121850000.0,123220000.0,121502000.0,122700000.0,820.08150318,100294194926.64793
2025-04-18 09:00:00,122669000.0,122916000.0,122255000.0,122288000.0,446.71287534,54743954879.47799
2025-04-19 09:00:00,122288000.0,123500000.0,122110000.0,122720000.0,584.96011123,71919184563.51819
2025-04-20 09:00:00,122720000.0,123135000.0,121571000.0,122746000.0,831.06705878,101703214849.05913
2025-04-21 09:00:00,122746000.0,126660000.0,122690000.0,126237000.0,2188.96911603,274106933706.79504
2025-04-22 09:00:00,126200000.0,134397000.0,125550000.0,133855000.0,3287.24812644,426386236847.1154
2025-04-23 09:00:00,133856000.0,135413000.0,131570000.0,134373000.0,2740.94476695,366667729324.2744
2025-04-24 09:00:00,134373000.0,134710000.0,132028000.0,134650000.0,1606.11330416,214317334743.5855
2025-04-25 09:00:00,134641000.0,137869000.0,133857000.0,136416000.0,1994.62622378,271136013021.35034
2025-04-26 09:00:00,136557000.0,137140000.0,135300000.0,136499000.0,908.87004783,123800698528.76909
2025-04-27 09:00:00,136525000.0,137400000.0,135150000.0,135150000.0,827.17040513,112522914439.12071
2025-04-28 09:00:00,135160000.0,137558000.0,133720000.0,136816000.0,1697.1570741,230817894846.3705
2025-04-29 09:00:00,136820000.0,137498000.0,135700000.0,136310000.0,1253.55021462,171355138503.3174
