,open,high,low,close,volume,value
2024-01-01 09:00:00,3082000.0,3140000.0,3070000.0,3136000.0,11918.79208026,36923910457.09838
2024-01-02 09:00:00,3134000.0,3230000.0,3128000.0,3154000.0,29124.21085963,92574730778.70413
2024-01-03 09:00:00,3154000.0,3190000.0,2851000.0,3024000.0,57149.37569621,173530569460.93912
2024-01-04 09:00:00,3024000.0,3078000.0,2967000.0,3053000.0,24389.84136858,73593717136.83714
2024-01-05 09:00:00,3051000.0,3066000.0,2986000.0,3050000.0,15766.16708558,47749691249.87387
2024-01-06 09:00:00,3050000.0,3055000.0,2992000.0,3024000.0,10438.6928511,31546263044.46241
2024-01-07 09:00:00,3027000.0,3056000.0,2971000.0,2995000.0,12655.58462533,38204324554.38899
2024-01-08 09:00:00,2995000.0,3156000.0,2906000.0,3131000.0,38601.96158539,117131630602.21927
2024-01-09 09:00:00,3131000.0,3199000.0,3004000.0,3156000.0,47027.55624852,146047654016.06033
2024-01-10 09:00:00,3156000.0,3687000.0,3143000.0,3525000.0,159046.51357756,533806488999.8752
2024-01-11 09:00:00,3528000.0,3676000.0,3485000.0,3593000.0,117962.14125507,421538928934.6025
2024-01-12 09:00:00,3592000.0,3719000.0,3408000.0,3504000.0,95292.68830208,342973917624.59766
2024-01-13 09:00:00,3503000.0,3561000.0,3408000.0,3549000.0,40003.71009096,139995973634.34543
2024-01-14 09:00:00,3549000.0,3553000.0,3392000.0,3396000.0,24419.80382683,84862858288.68475
2024-01-15 09:00:00,3397000.0,3498000.0,3395000.0,3451000.0,21700.83871257,74972790672.26944
2024-01-16 09:00:00,3451000.0,3582000.0,3444000.0,3551000.0,24323.57335643,85161223184.99738
2024-01-17 09:00:00,3550000.0,3560000.0,3460000.0,3483000.0,18068.41265923,63422637453.05194
2024-01-18 09:00:00,3480000.0,3499000.0,3383000.0,3424000.0,21121.02028717,72775620545.31949
2024-01-19 09:00:00,3424000.0,3460000.0,3348000.0,3454000.0,23954.45376833,81454626895.44716
2024-01-20 09:00:00,3453000.0,3454000.0,3393000.0,3410000.0,6889.31878909,23571927450.40589
2024-01-21 09:00:00,3411000.0,3433000.0,3389000.0,3391000.0,6645.82828342,22678549398.63996
2024-01-22 09:00:00,3391000.0,3402000.0,3191000.0,3199000.0,30769.77623665,100990567785.45796
2024-01-23 09:00:00,3198000.0,3250000.0,3003000.0,3117000.0,47740.78765273,148344768628.9498
2024-01-24 09:00:00,3118000.0,3123000.0,3036000.0,3077000.0,20173.85360732,62126170737.33706
2024-01-25 09:00:00,3077000.0,3089000.0,3008000.0,3060000.0,14467.03203071,44206395177.26879
2024-01-26 09:00:00,3061000.0,3140000.0,3030000.0,3119000.0,23218.49666472,71910815501.71613
2024-01-27 09:00:00,3119000.0,3148000.0,3100000.0,3129000.0,11615.92960707,36312485525.27998
2024-01-28 09:00:00,3129000.0,3178000.0,3088000.0,3105000.0,12674.53321335,39755800444.04751
2024-01-29 09:00:00,3106000.0,3167000.0,3074000.0,3165000.0,13174.29066467,41148664275.86347
2024-01-30 09:00:00,3164000.0,3280000.0,3137000.0,3216000.0,26276.33572381,83897096457.42857
2024-02-01 09:00:00,3150000.0,3174000.0,3100000.0,3166000.0,11973.44886114,37557854747.81372
2024-02-02 09:00:00,3167000.0,3189000.0,3143000.0,3169000.0,10055.07728165,31834870046.4976
2024-02-03 09:00:00,3170000.0,3200000.0,3161000.0,3164000.0,6678.60460798,21249553550.34105
2024-02-04 09:00:00,3164000.0,3187000.0,3140000.0,3160000.0,6338.06068968,20068752373.19098
2024-02-05 09:00:00,3158000.0,3210000.0,3130000.0,3173000.0,10183.63136922,32331223467.39826
2024-02-06 09:00:00,3173000.0,3267000.0,3166000.0,3249000.0,12606.15139286,40463265731.78391
