,open,high,low,close,volume,value
2024-03-01 00:00:00,4851000.0,4870000.0,4832000.0,4843000.0,1553.27698432,7530080938.69737
2024-03-01 01:00:00,4842000.0,4844000.0,4790000.0,4833000.0,2676.97804943,12898438354.92794
2024-03-01 02:00:00,4833000.0,4837000.0,4744000.0,4777000.0,2542.84965919,12162520322.93445
2024-03-01 03:00:00,4777000.0,4805000.0,4725000.0,4746000.0,1767.73213016,8407778592.13079
2024-03-01 04:00:00,4746000.0,4796000.0,4734000.0,4792000.0,1228.83392317,5857270383.96649
2024-03-01 05:00:00,4790000.0,4814000.0,4786000.0,4786000.0,1022.80097076,4907883256.22155
2024-03-01 06:00:00,4785000.0,4792000.0,4703000.0,4733000.0,2312.04657429,10931611129.91323
2024-03-01 07:00:00,4732000.0,4747000.0,4670000.0,4692000.0,3949.51869484,18585431343.36589
2024-03-01 08:00:00,4692000.0,4735000.0,4692000.0,4697000.0,2064.24788551,9730152308.89662
2024-03-01 09:00:00,4697000.0,4785000.0,4695000.0,4781000.0,3542.09021639,16830434719.9115
2024-03-01 10:00:00,4781000.0,4789000.0,4762000.0,4777000.0,2102.49831529,10043473132.05742
2024-03-01 11:00:00,4774000.0,4782000.0,4750000.0,4762000.0,1545.309559,7362157299.80182
2024-03-01 12:00:00,4762000.0,4777000.0,4745000.0,4763000.0,1349.14920942,6418832406.20734
2024-03-01 13:00:00,4761000.0,4779000.0,4754000.0,4759000.0,1123.10481245,5352089586.3411
2024-03-01 14:00:00,4759000.0,4774000.0,4757000.0,4760000.0,893.68566158,4256997998.23591
2024-03-01 15:00:00,4760000.0,4796000.0,4758000.0,4793000.0,1348.35654514,6452164463.07609
2024-03-01 16:00:00,4793000.0,4798000.0,4773000.0,4776000.0,1108.11542569,5302875413.16008
2024-03-01 17:00:00,4776000.0,4839000.0,4757000.0,4821000.0,2678.03524159,12883053717.45295
2024-03-01 18:00:00,4824000.0,4836000.0,4814000.0,4829000.0,1140.43463798,5507530660.92716
2024-03-01 19:00:00,4828000.0,4830000.0,4796000.0,4806000.0,1144.7708841,5507453439.56092
2024-03-01 20:00:00,4806000.0,4822000.0,4798000.0,4812000.0,1107.6597838,5324943590.32558
2024-03-01 21:00:00,4812000.0,4838000.0,4807000.0,4826000.0,1337.95887671,6457668565.36119
2024-03-01 22:00:00,4826000.0,4868000.0,4825000.0,4848000.0,2016.02861223,9774954175.3121
2024-03-01 23:00:00,4848000.0,4857000.0,4800000.0,4822000.0,2169.7593386,10484738878.48247
2024-03-02 00:00:00,4821000.0,4834000.0,4780000.0,4793000.0,2172.638972,10430311050.88162
