,open,high,low,close,volume,value
2024-10-01 00:00:00,3436000.0,3449000.0,3418000.0,3419000.0,356.77118194,1225384003.27281
2024-10-01 01:00:00,3423000.0,3440000.0,3415000.0,3432000.0,190.04264013,651765788.88955
2024-10-01 02:00:00,3432000.0,3438000.0,3417000.0,3438000.0,139.12097767,476936742.79221
2024-10-01 03:00:00,3438000.0,3440000.0,3401000.0,3418000.0,474.96731385,1621405898.19449
2024-10-01 04:00:00,3417000.0,3435000.0,3409000.0,3424000.0,126.45257177,432604634.56789
2024-10-01 05:00:00,3423000.0,3452000.0,3422000.0,3446000.0,102.77665221,353803609.55392
2024-10-01 06:00:00,3446000.0,3447000.0,3432000.0,3445000.0,156.15100996,537520328.65665
2024-10-01 07:00:00,3445000.0,3449000.0,3434000.0,3438000.0,267.10278622,919462247.32932
2024-10-01 08:00:00,3435000.0,3446000.0,3408000.0,3440000.0,671.2886998,2302948966.66381
2024-10-01 09:00:00,3440000.0,3469000.0,3424000.0,3464000.0,753.88021112,2599910535.51627
2024-10-01 10:00:00,3467000.0,3477000.0,3461000.0,3465000.0,614.37374272,2131429142.43953
2024-10-01 11:00:00,3465000.0,3465000.0,3446000.0,3463000.0,477.2159297,1648970644.61687
2024-10-01 12:00:00,3463000.0,3477000.0,3462000.0,3475000.0,323.53181402,1123049073.60085
2024-10-01 13:00:00,3475000.0,3500000.0,3472000.0,3496000.0,700.2955633,2442881635.48183
2024-10-01 14:00:00,3496000.0,3498000.0,3483000.0,3491000.0,367.32893506,1281777475.9567
2024-10-01 15:00:00,3491000.0,3512000.0,3488000.0,3510000.0,572.62477226,2003832018.12602
2024-10-01 16:00:00,3510000.0,3512000.0,3493000.0,3499000.0,422.76654576,1479852544.45631
2024-10-01 17:00:00,3495000.0,3505000.0,3483000.0,3492000.0,533.02556835,1862747879.95583
2024-10-01 18:00:00,3492000.0,3498000.0,3484000.0,3484000.0,343.79146014,1200448326.54147
2024-10-01 19:00:00,3484000.0,3490000.0,3477000.0,3490000.0,266.1177844,926947125.74712
2024-10-01 20:00:00,3489000.0,3490000.0,3476000.0,3476000.0,291.45965356,1014740682.99524
2024-10-01 21:00:00,3476000.0,3479000.0,3460000.0,3464000.0,543.73161776,1887203422.99817
2024-10-01 22:00:00,3465000.0,3465000.0,3403000.0,3426000.0,1828.14163906,6268903654.92829
2024-10-01 23:00:00,3427000.0,3440000.0,3370000.0,3387000.0,2627.39707615,8952485672.25418
2024-10-02 00:00:00,3387000.0,3390000.0,3307000.0,3358000.0,3142.79230528,10520348361.98272
2024-10-02 01:00:00,3358000.0,3364000.0,3308000.0,3340000.0,1282.06857218,4274324928.79952
2024-10-02 02:00:00,3342000.0,3358000.0,3260000.0,3352000.0,2227.03813737,7375500566.35857
2024-10-02 03:00:00,3350000.0,3367000.0,3333000.0,3342000.0,433.2638996,1451512787.97543
2024-10-02 04:00:00,3342000.0,3352000.0,3325000.0,3325000.0,364.79268662,1217456797.04358
2024-10-02 05:00:00,3325000.0,3330000.0,3244000.0,3287000.0,1605.74612799,5278042376.21479
2024-10-02 06:00:00,3287000.0,3313000.0,3278000.0,3302000.0,1016.84575108,3350849811.37533
2024-10-02 07:00:00,3305000.0,3305000.0,3265000.0,3275000.0,1112.75170534,3649242222.93157
2024-10-02 08:00:00,3277000.0,3291000.0,3267000.0,3281000.0,1073.67372788,3521662837.41874
2024-10-02 09:00:00,3281000.0,3307000.0,3272000.0,3302000.0,1235.10556193,4064312168.33554
2024-10-02 10:00:00,3300000.0,3326000.0,3297000.0,3322000.0,838.97507866,2780541024.67569
2024-10-02 11:00:00,3324000.0,3339000.0,3315000.0,3333000.0,568.96069694,1892157425.10154
2024-10-02 12:00:00,3333000.0,3338000.0,3318000.0,3323000.0,326.02509592,1084956214.45421
2024-10-02 13:00:00,3323000.0,3326000.0,3300000.0,3313000.0,596.67374071,1975500845.37006
2024-10-02 14:00:00,3313000.0,3321000.0,3293000.0,3303000.0,651.42264007,2153895605.45371
2024-10-02 15:00:00,3302000.0,3320000.0,3289000.0,3315000.0,433.80275986,1432985859.01134
2024-10-02 16:00:00,3314000.0,3322000.0,3301000.0,3309000.0,365.84004102,1211430334.52329
2024-10-02 17:00:00,3309000.0,3312000.0,3300000.0,3302000.0,343.48508918,1135303396.55693
2024-10-02 18:00:00,3305000.0,3305000.0,3254000.0,3262000.0,1129.19556449,3697348188.31519
2024-10-02 19:00:00,3260000.0,3293000.0,3255000.0,3270000.0,912.77633392,2988729402.35854
2024-10-02 20:00:00,3271000.0,3299000.0,3262000.0,3285000.0,609.57630291,2001366094.65911
2024-10-02 21:00:00,3285000.0,3292000.0,3253000.0,3261000.0,1117.66184421,3653541269.81878
2024-10-02 22:00:00,3261000.0,3287000.0,3220000.0,3280000.0,2009.63764284,6533576427.66559
2024-10-02 23:00:00,3280000.0,3288000.0,3258000.0,3261000.0,732.28307777,2397444673.21711
2024-10-03 00:00:00,3261000.0,3297000.0,3260000.0,3293000.0,484.20623522,1590657158.49114
2024-10-03 01:00:00,3293000.0,3315000.0,3278000.0,3278000.0,788.96630459,2598633163.48049
2024-10-03 02:00:00,3278000.0,3281000.0,3257000.0,3277000.0,245.53229975,802800464.00689
2024-10-03 03:00:00,3277000.0,3277000.0,3215000.0,3216000.0,614.44615068,1988318488.50057
2024-10-03 04:00:00,3218000.0,3235000.0,3196000.0,3200000.0,1065.87060515,3420071602.35382
2024-10-03 05:00:00,3200000.0,3229000.0,3185000.0,3218000.0,790.43658321,2531976128.18639
2024-10-03 06:00:00,3218000.0,3222000.0,3190000.0,3200000.0,976.78675995,3128547483.43521
2024-10-03 07:00:00,3201000.0,3209000.0,3169000.0,3209000.0,1318.16581275,4197273822.77837
2024-10-03 08:00:00,3209000.0,3212000.0,3182000.0,3188000.0,987.84895175,3156392226.59903
2024-10-03 09:00:00,3189000.0,3212000.0,3172000.0,3202000.0,1385.22329409,4424109738.52735
2024-10-03 10:00:00,3202000.0,3226000.0,3201000.0,3216000.0,840.15200437,2702252575.07783
2024-10-03 11:00:00,3216000.0,3234000.0,3213000.0,3227000.0,630.20642401,2032309458.4118
2024-10-03 12:00:00,3227000.0,3235000.0,3217000.0,3231000.0,617.4823107,1992053768.71675
2024-10-03 13:00:00,3231000.0,3237000.0,3221000.0,3229000.0,309.61119645,999684799.82384
2024-10-03 14:00:00,3229000.0,3230000.0,3208000.0,3213000.0,400.89150605,1290050098.48211
2024-10-03 15:00:00,3210000.0,3226000.0,3207000.0,3222000.0,260.35684803,837930779.38167
